trip_id,start_time,end_time,headway_secs,exact_times
R003-0-WD,09:00:00,16:00:00,360,0
R003-0-WD,16:00:00,19:00:00,240,0
R003-0-WD,19:00:00,22:00:00,480,0
R003-0-WD,22:00:00,24:30:00,900,0
R003-1-WD,05:00:00,06:30:00,600,0
R003-1-WD,06:30:00,09:00:00,240,0
R003-1-WD,09:00:00,16:00:00,360,0
R003-1-WD,16:00:00,19:00:00,240,0
R003-1-WD,19:00:00,22:00:00,480,0
R003-1-WD,22:00:00,24:30:00,900,0
R003-0-SA,06:00:00,09:00:00,720,0
R003-0-SA,09:00:00,20:00:00,480,0
R003-0-SA,20:00:00,25:00:00,900,0
R003-1-SA,06:00:00,09:00:00,720,0
R003-1-SA,09:00:00,20:00:00,480,0
R003-1-SA,20:00:00,25:00:00,900,0
R003-0-SU,06:30:00,09:00:00,900,0
R003-0-SU,09:00:00,20:00:00,600,0
R003-0-SU,20:00:00,24:00:00,900,0
R003-1-SU,06:30:00,09:00:00,900,0
R003-1-SU,09:00:00,20:00:00,600,0
R003-1-SU,20:00:00,24:00:00,900,0
R004-0-WD,05:00:00,06:30:00,600,0
R004-0-WD,06:30:00,09:00:00,240,0
R004-0-WD,09:00:00,16:00:00,360,0
R004-0-WD,16:00:00,19:00:00,240,0
R004-0-WD,19:00:00,22:00:00,480,0
R004-0-WD,22:00:00,24:30:00,900,0
R004-1-WD,05:00:00,06:30:00,600,0
R004-1-WD,06:30:00,09:00:00,240,0
R004-1-WD,09:00:00,16:00:00,360,0
R004-1-WD,16:00:00,19:00:00,240,0
R004-1-WD,19:00:00,22:00:00,480,0
R004-1-WD,22:00:00,24:30:00,900,0
R004-0-SA,06:00:00,09:00:00,720,0
R004-0-SA,09:00:00,20:00:00,480,0
R004-0-SA,20:00:00,25:00:00,900,0
R004-1-SA,06:00:00,09:00:00,720,0
R004-1-SA,09:00:00,20:00:00,480,0
R004-1-SA,20:00:00,25:00:00,900,0
R004-0-SU,06:30:00,09:00:00,900,0
R004-0-SU,09:00:00,20:00:00,600,0
R004-0-SU,20:00:00,24:00:00,900,0
R004-1-SU,06:30:00,09:00:00,900,0
R004-1-SU,09:00:00,20:00:00,600,0
R004-1-SU,20:00:00,24:00:00,900,0
R009-0-WD,05:15:00,07:00:00,900,0
R009-0-WD,07:00:00,09:00:00,360,0
R009-0-WD,09:00:00,16:00:00,600,0
R009-0-WD,16:00:00,19:00:00,360,0
R009-0-WD,19:00:00,23:00:00,900,0
R009-1-WD,05:15:00,07:00:00,900,0
R009-1-WD,07:00:00,09:00:00,360,0
R009-1-WD,09:00:00,16:00:00,600,0
R009-1-WD,16:00:00,19:00:00,360,0
R009-1-WD,19:00:00,23:00:00,900,0
R009-0-SA,06:00:00,23:00:00,720,0
R009-1-SA,06:00:00,23:00:00,720,0
R009-0-SU,07:00:00,22:30:00,900,0
R009-1-SU,07:00:00,22:30:00,900,0
R010-0-WD,05:15:00,07:00:00,900,0
R010-0-WD,07:00:00,09:00:00,360,0
R010-0-WD,09:00:00,16:00:00,600,0
R010-0-WD,16:00:00,19:00:00,360,0
R010-0-WD,19:00:00,23:00:00,900,0
R010-1-WD,05:15:00,07:00:00,900,0
R010-1-WD,07:00:00,09:00:00,360,0
R010-1-WD,09:00:00,16:00:00,600,0
R010-1-WD,16:00:00,19:00:00,360,0
R010-1-WD,19:00:00,23:00:00,900,0
R010-0-SA,06:00:00,23:00:00,720,0
R010-1-SA,06:00:00,23:00:00,720,0
R010-0-SU,07:00:00,22:30:00,900,0
R010-1-SU,07:00:00,22:30:00,900,0
R011-0-WD,05:15:00,07:00:00,900,0
R011-0-WD,07:00:00,09:00:00,360,0
R011-0-WD,09:00:00,16:00:00,600,0
R011-0-WD,16:00:00,19:00:00,360,0
R011-0-WD,19:00:00,23:00:00,900,0
R011-1-WD,05:15:00,07:00:00,900,0
R011-1-WD,07:00:00,09:00:00,360,0
R011-1-WD,09:00:00,16:00:00,600,0
R011-1-WD,16:00:00,19:00:00,360,0
R011-1-WD,19:00:00,23:00:00,900,0
R011-0-SA,06:00:00,23:00:00,720,0
R011-1-SA,06:00:00,23:00:00,720,0
R011-0-SU,07:00:00,22:30:00,900,0
R011-1-SU,07:00:00,22:30:00,900,0
R012-0-WD,05:15:00,07:00:00,900,0
R012-0-WD,07:00:00,09:00:00,360,0
R012-0-WD,09:00:00,16:00:00,600,0
R012-0-WD,16:00:00,19:00:00,360,0
R012-0-WD,19:00:00,23:00:00,900,0
R012-1-WD,05:15:00,07:00:00,900,0
R012-1-WD,07:00:00,09:00:00,360,0
R012-1-WD,09:00:00,16:00:00,600,0
R012-1-WD,16:00:00,19:00:00,360,0
R012-1-WD,19:00:00,23:00:00,900,0
R012-0-SA,06:00:00,23:00:00,720,0
R012-1-SA,06:00:00,23:00:00,720,0
R012-0-SU,07:00:00,22:30:00,900,0
R012-1-SU,07:00:00,22:30:00,900,0
R013-0-WD,05:15:00,07:00:00,900,0
R013-0-WD,07:00:00,09:00:00,360,0
R013-0-WD,09:00:00,16:00:00,600,0
R013-0-WD,16:00:00,19:00:00,360,0
R013-0-WD,19:00:00,23:00:00,900,0
R013-1-WD,05:15:00,07:00:00,900,0
R013-1-WD,07:00:00,09:00:00,360,0
R013-1-WD,09:00:00,16:00:00,600,0
R013-1-WD,16:00:00,19:00:00,360,0
R013-1-WD,19:00:00,23:00:00,900,0
R013-0-SA,06:00:00,23:00:00,720,0
R013-1-SA,06:00:00,23:00:00,720,0
R013-0-SU,07:00:00,22:30:00,900,0
R013-1-SU,07:00:00,22:30:00,900,0
R014-0-WD,05:15:00,07:00:00,900,0
R014-0-WD,07:00:00,09:00:00,360,0
R014-0-WD,09:00:00,16:00:00,600,0
R014-0-WD,16:00:00,19:00:00,360,0
R014-0-WD,19:00:00,23:00:00,900,0
R014-1-WD,05:15:00,07:00:00,900,0
R014-1-WD,07:00:00,09:00:00,360,0
R014-1-WD,09:00:00,16:00:00,600,0
R014-1-WD,16:00:00,19:00:00,360,0
R014-1-WD,19:00:00,23:00:00,900,0
R014-0-SA,06:00:00,23:00:00,720,0
R014-1-SA,06:00:00,23:00:00,720,0
R014-0-SU,07:00:00,22:30:00,900,0
R014-1-SU,07:00:00,22:30:00,900,0
R015-0-WD,05:15:00,07:00:00,900,0
R015-0-WD,07:00:00,09:00:00,360,0
R015-0-WD,09:00:00,16:00:00,600,0
R015-0-WD,16:00:00,19:00:00,360,0
R015-0-WD,19:00:00,23:00:00,900,0
R015-1-WD,05:15:00,07:00:00,900,0
R015-1-WD,07:00:00,09:00:00,360,0
R015-1-WD,09:00:00,16:00:00,600,0
R015-1-WD,16:00:00,19:00:00,360,0
R015-1-WD,19:00:00,23:00:00,900,0
R015-0-SA,06:00:00,23:00:00,720,0
R015-1-SA,06:00:00,23:00:00,720,0
R015-0-SU,07:00:00,22:30:00,900,0
R015-1-SU,07:00:00,22:30:00,900,0
R016-0-WD,05:15:00,07:00:00,900,0
R016-0-WD,07:00:00,09:00:00,360,0
R016-0-WD,09:00:00,16:00:00,600,0
R016-0-WD,16:00:00,19:00:00,360,0
R016-0-WD,19:00:00,23:00:00,900,0
R016-1-WD,05:15:00,07:00:00,900,0
R016-1-WD,07:00:00,09:00:00,360,0
R016-1-WD,09:00:00,16:00:00,600,0
R016-1-WD,16:00:00,19:00:00,360,0
R016-1-WD,19:00:00,23:00:00,900,0
R016-0-SA,06:00:00,23:00:00,720,0
R016-1-SA,06:00:00,23:00:00,720,0
R016-0-SU,07:00:00,22:30:00,900,0
R016-1-SU,07:00:00,22:30:00,900,0
R017-0-WD,05:15:00,07:00:00,900,0
R017-0-WD,07:00:00,09:00:00,360,0
R017-0-WD,09:00:00,16:00:00,600,0
R017-0-WD,16:00:00,19:00:00,360,0
R017-0-WD,19:00:00,23:00:00,900,0
R017-1-WD,05:15:00,07:00:00,900,0
R017-1-WD,07:00:00,09:00:00,360,0
R017-1-WD,09:00:00,16:00:00,600,0
R017-1-WD,16:00:00,19:00:00,360,0
R017-1-WD,19:00:00,23:00:00,900,0
R017-0-SA,06:00:00,23:00:00,720,0
R017-1-SA,06:00:00,23:00:00,720,0
R017-0-SU,07:00:00,22:30:00,900,0
R017-1-SU,07:00:00,22:30:00,900,0
R018-0-WD,05:30:00,07:00:00,1200,0
R018-0-WD,07:00:00,09:00:00,600,0
R018-0-WD,09:00:00,16:00:00,900,0
R018-0-WD,16:00:00,19:00:00,600,0
R018-0-WD,19:00:00,23:00:00,1500,0
R018-1-WD,05:30:00,07:00:00,1200,0
R018-1-WD,07:00:00,09:00:00,600,0
R018-1-WD,09:00:00,16:00:00,900,0
R018-1-WD,16:00:00,19:00:00,600,0
R018-1-WD,19:00:00,23:00:00,1500,0
R018-0-WE,06:30:00,22:30:00,1800,0
R018-1-WE,06:30:00,22:30:00,1800,0
R019-0-WD,05:30:00,07:00:00,1200,0
R019-0-WD,07:00:00,09:00:00,600,0
R019-0-WD,09:00:00,16:00:00,900,0
R019-0-WD,16:00:00,19:00:00,600,0
R019-0-WD,19:00:00,23:00:00,1500,0
R019-1-WD,05:30:00,07:00:00,1200,0
R019-1-WD,07:00:00,09:00:00,600,0
R019-1-WD,09:00:00,16:00:00,900,0
R019-1-WD,16:00:00,19:00:00,600,0
R019-1-WD,19:00:00,23:00:00,1500,0
R019-0-WE,06:30:00,22:30:00,1800,0
R019-1-WE,06:30:00,22:30:00,1800,0
R020-0-WD,05:30:00,07:00:00,1200,0
R020-0-WD,07:00:00,09:00:00,600,0
R020-0-WD,09:00:00,16:00:00,900,0
R020-0-WD,16:00:00,19:00:00,600,0
R020-0-WD,19:00:00,23:00:00,1500,0
R020-1-WD,05:30:00,07:00:00,1200,0
R020-1-WD,07:00:00,09:00:00,600,0
R020-1-WD,09:00:00,16:00:00,900,0
R020-1-WD,16:00:00,19:00:00,600,0
R020-1-WD,19:00:00,23:00:00,1500,0
R020-0-WE,06:30:00,22:30:00,1800,0
R020-1-WE,06:30:00,22:30:00,1800,0
R021-0-WD,05:30:00,07:00:00,1200,0
R021-0-WD,07:00:00,09:00:00,600,0
R021-0-WD,09:00:00,16:00:00,900,0
R021-0-WD,16:00:00,19:00:00,600,0
R021-0-WD,19:00:00,23:00:00,1500,0
R021-1-WD,05:30:00,07:00:00,1200,0
R021-1-WD,07:00:00,09:00:00,600,0
R021-1-WD,09:00:00,16:00:00,900,0
R021-1-WD,16:00:00,19:00:00,600,0
R021-1-WD,19:00:00,23:00:00,1500,0
R022-0-WD,05:30:00,07:00:00,1200,0
R022-0-WD,07:00:00,09:00:00,600,0
R022-0-WD,09:00:00,16:00:00,900,0
R022-0-WD,16:00:00,19:00:00,600,0
R022-0-WD,19:00:00,23:00:00,1500,0
R022-1-WD,05:30:00,07:00:00,1200,0
R022-1-WD,07:00:00,09:00:00,600,0
R022-1-WD,09:00:00,16:00:00,900,0
R022-1-WD,16:00:00,19:00:00,600,0
R022-1-WD,19:00:00,23:00:00,1500,0
R022-0-WE,06:30:00,22:30:00,1800,0
R022-1-WE,06:30:00,22:30:00,1800,0
R023-0-WD,05:30:00,07:00:00,1200,0
R023-0-WD,07:00:00,09:00:00,600,0
R023-0-WD,09:00:00,16:00:00,900,0
R023-0-WD,16:00:00,19:00:00,600,0
R023-0-WD,19:00:00,23:00:00,1500,0
R023-1-WD,05:30:00,07:00:00,1200,0
R023-1-WD,07:00:00,09:00:00,600,0
R023-1-WD,09:00:00,16:00:00,900,0
R023-1-WD,16:00:00,19:00:00,600,0
R023-1-WD,19:00:00,23:00:00,1500,0
R023-0-WE,06:30:00,22:30:00,1800,0
R023-1-WE,06:30:00,22:30:00,1800,0
R024-0-WD,05:30:00,07:00:00,1200,0
R024-0-WD,07:00:00,09:00:00,600,0
R024-0-WD,09:00:00,16:00:00,900,0
R024-0-WD,16:00:00,19:00:00,600,0
R024-0-WD,19:00:00,23:00:00,1500,0
R024-1-WD,05:30:00,07:00:00,1200,0
R024-1-WD,07:00:00,09:00:00,600,0
R024-1-WD,09:00:00,16:00:00,900,0
R024-1-WD,16:00:00,19:00:00,600,0
R024-1-WD,19:00:00,23:00:00,1500,0
R024-0-WE,06:30:00,22:30:00,1800,0
R024-1-WE,06:30:00,22:30:00,1800,0
R025-0-WD,05:30:00,07:00:00,1200,0
R025-0-WD,07:00:00,09:00:00,600,0
R025-0-WD,09:00:00,16:00:00,900,0
R025-0-WD,16:00:00,19:00:00,600,0
R025-0-WD,19:00:00,23:00:00,1500,0
R025-1-WD,05:30:00,07:00:00,1200,0
R025-1-WD,07:00:00,09:00:00,600,0
R025-1-WD,09:00:00,16:00:00,900,0
R025-1-WD,16:00:00,19:00:00,600,0
R025-1-WD,19:00:00,23:00:00,1500,0
R025-0-WE,06:30:00,22:30:00,1800,0
R025-1-WE,06:30:00,22:30:00,1800,0
R026-0-WD,05:30:00,07:00:00,1200,0
R026-0-WD,07:00:00,09:00:00,600,0
R026-0-WD,09:00:00,16:00:00,900,0
R026-0-WD,16:00:00,19:00:00,600,0
R026-0-WD,19:00:00,23:00:00,1500,0
R026-1-WD,05:30:00,07:00:00,1200,0
R026-1-WD,07:00:00,09:00:00,600,0
R026-1-WD,09:00:00,16:00:00,900,0
R026-1-WD,16:00:00,19:00:00,600,0
R026-1-WD,19:00:00,23:00:00,1500,0
R026-0-WE,06:30:00,22:30:00,1800,0
R026-1-WE,06:30:00,22:30:00,1800,0
R027-0-WD,05:30:00,07:00:00,1200,0
R027-0-WD,07:00:00,09:00:00,600,0
R027-0-WD,09:00:00,16:00:00,900,0
R027-0-WD,16:00:00,19:00:00,600,0
R027-0-WD,19:00:00,23:00:00,1500,0
R027-1-WD,05:30:00,07:00:00,1200,0
R027-1-WD,07:00:00,09:00:00,600,0
R027-1-WD,09:00:00,16:00:00,900,0
R027-1-WD,16:00:00,19:00:00,600,0
R027-1-WD,19:00:00,23:00:00,1500,0
R027-0-WE,06:30:00,22:30:00,1800,0
R027-1-WE,06:30:00,22:30:00,1800,0
R028-0-WD,05:30:00,07:00:00,1200,0
R028-0-WD,07:00:00,09:00:00,600,0
R028-0-WD,09:00:00,16:00:00,900,0
R028-0-WD,16:00:00,19:00:00,600,0
R028-0-WD,19:00:00,23:00:00,1500,0
R028-1-WD,05:30:00,07:00:00,1200,0
R028-1-WD,07:00:00,09:00:00,600,0
R028-1-WD,09:00:00,16:00:00,900,0
R028-1-WD,16:00:00,19:00:00,600,0
R028-1-WD,19:00:00,23:00:00,1500,0
R028-0-WE,06:30:00,22:30:00,1800,0
R028-1-WE,06:30:00,22:30:00,1800,0
R029-0-WD,05:30:00,07:00:00,1200,0
R029-0-WD,07:00:00,09:00:00,600,0
R029-0-WD,09:00:00,16:00:00,900,0
R029-0-WD,16:00:00,19:00:00,600,0
R029-0-WD,19:00:00,23:00:00,1500,0
R029-1-WD,05:30:00,07:00:00,1200,0
R029-1-WD,07:00:00,09:00:00,600,0
R029-1-WD,09:00:00,16:00:00,900,0
R029-1-WD,16:00:00,19:00:00,600,0
R029-1-WD,19:00:00,23:00:00,1500,0
R029-0-WE,06:30:00,22:30:00,1800,0
R029-1-WE,06:30:00,22:30:00,1800,0
R030-0-WD,05:30:00,07:00:00,1200,0
R030-0-WD,07:00:00,09:00:00,600,0
R030-0-WD,09:00:00,16:00:00,900,0
R030-0-WD,16:00:00,19:00:00,600,0
R030-0-WD,19:00:00,23:00:00,1500,0
R030-1-WD,05:30:00,07:00:00,1200,0
R030-1-WD,07:00:00,09:00:00,600,0
R030-1-WD,09:00:00,16:00:00,900,0
R030-1-WD,16:00:00,19:00:00,600,0
R030-1-WD,19:00:00,23:00:00,1500,0
R030-0-WE,06:30:00,22:30:00,1800,0
R030-1-WE,06:30:00,22:30:00,1800,0
R031-0-WD,05:30:00,07:00:00,1200,0
R031-0-WD,07:00:00,09:00:00,600,0
R031-0-WD,09:00:00,16:00:00,900,0
R031-0-WD,16:00:00,19:00:00,600,0
R031-0-WD,19:00:00,23:00:00,1500,0
R031-1-WD,05:30:00,07:00:00,1200,0
R031-1-WD,07:00:00,09:00:00,600,0
R031-1-WD,09:00:00,16:00:00,900,0
R031-1-WD,16:00:00,19:00:00,600,0
R031-1-WD,19:00:00,23:00:00,1500,0
R031-0-WE,06:30:00,22:30:00,1800,0
R031-1-WE,06:30:00,22:30:00,1800,0
R032-0-WD,05:30:00,07:00:00,1200,0
R032-0-WD,07:00:00,09:00:00,600,0
R032-0-WD,09:00:00,16:00:00,900,0
R032-0-WD,16:00:00,19:00:00,600,0
R032-0-WD,19:00:00,23:00:00,1500,0
R032-1-WD,05:30:00,07:00:00,1200,0
R032-1-WD,07:00:00,09:00:00,600,0
R032-1-WD,09:00:00,16:00:00,900,0
R032-1-WD,16:00:00,19:00:00,600,0
R032-1-WD,19:00:00,23:00:00,1500,0
R032-0-WE,06:30:00,22:30:00,1800,0
R032-1-WE,06:30:00,22:30:00,1800,0
R033-0-WD,05:30:00,07:00:00,1200,0
R033-0-WD,07:00:00,09:00:00,600,0
R033-0-WD,09:00:00,16:00:00,900,0
R033-0-WD,16:00:00,19:00:00,600,0
R033-0-WD,19:00:00,23:00:00,1500,0
R033-1-WD,05:30:00,07:00:00,1200,0
R033-1-WD,07:00:00,09:00:00,600,0
R033-1-WD,09:00:00,16:00:00,900,0
R033-1-WD,16:00:00,19:00:00,600,0
R033-1-WD,19:00:00,23:00:00,1500,0
R033-0-WE,06:30:00,22:30:00,1800,0
R033-1-WE,06:30:00,22:30:00,1800,0
R034-0-WD,05:30:00,07:00:00,1200,0
R034-0-WD,07:00:00,09:00:00,600,0
R034-0-WD,09:00:00,16:00:00,900,0
R034-0-WD,16:00:00,19:00:00,600,0
R034-0-WD,19:00:00,23:00:00,1500,0
R034-1-WD,05:30:00,07:00:00,1200,0
R034-1-WD,07:00:00,09:00:00,600,0
R034-1-WD,09:00:00,16:00:00,900,0
R034-1-WD,16:00:00,19:00:00,600,0
R034-1-WD,19:00:00,23:00:00,1500,0
R034-0-WE,06:30:00,22:30:00,1800,0
R034-1-WE,06:30:00,22:30:00,1800,0
R035-0-WD,05:30:00,07:00:00,1200,0
R035-0-WD,07:00:00,09:00:00,600,0
R035-0-WD,09:00:00,16:00:00,900,0
R035-0-WD,16:00:00,19:00:00,600,0
R035-0-WD,19:00:00,23:00:00,1500,0
R035-1-WD,05:30:00,07:00:00,1200,0
R035-1-WD,07:00:00,09:00:00,600,0
R035-1-WD,09:00:00,16:00:00,900,0
R035-1-WD,16:00:00,19:00:00,600,0
R035-1-WD,19:00:00,23:00:00,1500,0
R035-0-WE,06:30:00,22:30:00,1800,0
R035-1-WE,06:30:00,22:30:00,1800,0
R036-0-WD,05:30:00,07:00:00,1200,0
R036-0-WD,07:00:00,09:00:00,600,0
R036-0-WD,09:00:00,16:00:00,900,0
R036-0-WD,16:00:00,19:00:00,600,0
R036-0-WD,19:00:00,23:00:00,1500,0
R036-1-WD,05:30:00,07:00:00,1200,0
R036-1-WD,07:00:00,09:00:00,600,0
R036-1-WD,09:00:00,16:00:00,900,0
R036-1-WD,16:00:00,19:00:00,600,0
R036-1-WD,19:00:00,23:00:00,1500,0
R036-0-WE,06:30:00,22:30:00,1800,0
R036-1-WE,06:30:00,22:30:00,1800,0
R037-0-WD,05:30:00,07:00:00,1200,0
R037-0-WD,07:00:00,09:00:00,600,0
R037-0-WD,09:00:00,16:00:00,900,0
R037-0-WD,16:00:00,19:00:00,600,0
R037-0-WD,19:00:00,23:00:00,1500,0
R037-1-WD,05:30:00,07:00:00,1200,0
R037-1-WD,07:00:00,09:00:00,600,0
R037-1-WD,09:00:00,16:00:00,900,0
R037-1-WD,16:00:00,19:00:00,600,0
R037-1-WD,19:00:00,23:00:00,1500,0
R037-0-WE,06:30:00,22:30:00,1800,0
R037-1-WE,06:30:00,22:30:00,1800,0
R038-0-WD,05:30:00,07:00:00,1200,0
R038-0-WD,07:00:00,09:00:00,600,0
R038-0-WD,09:00:00,16:00:00,900,0
R038-0-WD,16:00:00,19:00:00,600,0
R038-0-WD,19:00:00,23:00:00,1500,0
R038-1-WD,05:30:00,07:00:00,1200,0
R038-1-WD,07:00:00,09:00:00,600,0
R038-1-WD,09:00:00,16:00:00,900,0
R038-1-WD,16:00:00,19:00:00,600,0
R038-1-WD,19:00:00,23:00:00,1500,0
R039-0-WD,05:30:00,07:00:00,1200,0
R039-0-WD,07:00:00,09:00:00,600,0
R039-0-WD,09:00:00,16:00:00,900,0
R039-0-WD,16:00:00,19:00:00,600,0
R039-0-WD,19:00:00,23:00:00,1500,0
R039-1-WD,05:30:00,07:00:00,1200,0
R039-1-WD,07:00:00,09:00:00,600,0
R039-1-WD,09:00:00,16:00:00,900,0
R039-1-WD,16:00:00,19:00:00,600,0
R039-1-WD,19:00:00,23:00:00,1500,0
R039-0-WE,06:30:00,22:30:00,1800,0
R039-1-WE,06:30:00,22:30:00,1800,0
R040-0-WD,05:30:00,07:00:00,1200,0
R040-0-WD,07:00:00,09:00:00,600,0
R040-0-WD,09:00:00,16:00:00,900,0
R040-0-WD,16:00:00,19:00:00,600,0
R040-0-WD,19:00:00,23:00:00,1500,0
R040-1-WD,05:30:00,07:00:00,1200,0
R040-1-WD,07:00:00,09:00:00,600,0
R040-1-WD,09:00:00,16:00:00,900,0
R040-1-WD,16:00:00,19:00:00,600,0
R040-1-WD,19:00:00,23:00:00,1500,0
R041-0-WD,05:30:00,07:00:00,1200,0
R041-0-WD,07:00:00,09:00:00,600,0
R041-0-WD,09:00:00,16:00:00,900,0
R041-0-WD,16:00:00,19:00:00,600,0
R041-0-WD,19:00:00,23:00:00,1500,0
R041-1-WD,05:30:00,07:00:00,1200,0
R041-1-WD,07:00:00,09:00:00,600,0
R041-1-WD,09:00:00,16:00:00,900,0
R041-1-WD,16:00:00,19:00:00,600,0
R041-1-WD,19:00:00,23:00:00,1500,0
R041-0-WE,06:30:00,22:30:00,1800,0
R041-1-WE,06:30:00,22:30:00,1800,0
R042-0-WD,05:30:00,07:00:00,1200,0
R042-0-WD,07:00:00,09:00:00,600,0
R042-0-WD,09:00:00,16:00:00,900,0
R042-0-WD,16:00:00,19:00:00,600,0
R042-0-WD,19:00:00,23:00:00,1500,0
R042-1-WD,05:30:00,07:00:00,1200,0
R042-1-WD,07:00:00,09:00:00,600,0
R042-1-WD,09:00:00,16:00:00,900,0
R042-1-WD,16:00:00,19:00:00,600,0
R042-1-WD,19:00:00,23:00:00,1500,0
R042-0-WE,06:30:00,22:30:00,1800,0
R042-1-WE,06:30:00,22:30:00,1800,0
R043-0-WD,05:30:00,07:00:00,1200,0
R043-0-WD,07:00:00,09:00:00,600,0
R043-0-WD,09:00:00,16:00:00,900,0
R043-0-WD,16:00:00,19:00:00,600,0
R043-0-WD,19:00:00,23:00:00,1500,0
R043-1-WD,05:30:00,07:00:00,1200,0
R043-1-WD,07:00:00,09:00:00,600,0
R043-1-WD,09:00:00,16:00:00,900,0
R043-1-WD,16:00:00,19:00:00,600,0
R043-1-WD,19:00:00,23:00:00,1500,0
R044-0-WD,05:30:00,07:00:00,1200,0
R044-0-WD,07:00:00,09:00:00,600,0
R044-0-WD,09:00:00,16:00:00,900,0
R044-0-WD,16:00:00,19:00:00,600,0
R044-0-WD,19:00:00,23:00:00,1500,0
R044-1-WD,05:30:00,07:00:00,1200,0
R044-1-WD,07:00:00,09:00:00,600,0
R044-1-WD,09:00:00,16:00:00,900,0
R044-1-WD,16:00:00,19:00:00,600,0
R044-1-WD,19:00:00,23:00:00,1500,0
R044-0-WE,06:30:00,22:30:00,1800,0
R044-1-WE,06:30:00,22:30:00,1800,0
R045-0-WD,05:30:00,07:00:00,1200,0
R045-0-WD,07:00:00,09:00:00,600,0
R045-0-WD,09:00:00,16:00:00,900,0
R045-0-WD,16:00:00,19:00:00,600,0
R045-0-WD,19:00:00,23:00:00,1500,0
R045-1-WD,05:30:00,07:00:00,1200,0
R045-1-WD,07:00:00,09:00:00,600,0
R045-1-WD,09:00:00,16:00:00,900,0
R045-1-WD,16:00:00,19:00:00,600,0
R045-1-WD,19:00:00,23:00:00,1500,0
R045-0-WE,06:30:00,22:30:00,1800,0
R045-1-WE,06:30:00,22:30:00,1800,0
R046-0-WD,05:30:00,07:00:00,1200,0
R046-0-WD,07:00:00,09:00:00,600,0
R046-0-WD,09:00:00,16:00:00,900,0
R046-0-WD,16:00:00,19:00:00,600,0
R046-0-WD,19:00:00,23:00:00,1500,0
R046-1-WD,05:30:00,07:00:00,1200,0
R046-1-WD,07:00:00,09:00:00,600,0
R046-1-WD,09:00:00,16:00:00,900,0
R046-1-WD,16:00:00,19:00:00,600,0
R046-1-WD,19:00:00,23:00:00,1500,0
R046-0-WE,06:30:00,22:30:00,1800,0
R046-1-WE,06:30:00,22:30:00,1800,0
R047-0-WD,05:30:00,07:00:00,1200,0
R047-0-WD,07:00:00,09:00:00,600,0
R047-0-WD,09:00:00,16:00:00,900,0
R047-0-WD,16:00:00,19:00:00,600,0
R047-0-WD,19:00:00,23:00:00,1500,0
R047-1-WD,05:30:00,07:00:00,1200,0
R047-1-WD,07:00:00,09:00:00,600,0
R047-1-WD,09:00:00,16:00:00,900,0
R047-1-WD,16:00:00,19:00:00,600,0
R047-1-WD,19:00:00,23:00:00,1500,0
R048-0-WD,05:30:00,07:00:00,1200,0
R048-0-WD,07:00:00,09:00:00,600,0
