route_id,service_id,trip_id,trip_headsign,direction_id
R005,WE,R005-0-WE-033,Hillcrest Park,0
R005,WE,R005-0-WE-034,Hillcrest Park,0
R005,WE,R005-0-WE-035,Hillcrest Park,0
R005,WE,R005-1-WE-001,Larch Walk,1
R005,WE,R005-1-WE-002,Larch Walk,1
R005,WE,R005-1-WE-003,Larch Walk,1
R005,WE,R005-1-WE-004,Larch Walk,1
R005,WE,R005-1-WE-005,Larch Walk,1
R005,WE,R005-1-WE-006,Larch Walk,1
R005,WE,R005-1-WE-007,Larch Walk,1
R005,WE,R005-1-WE-008,Larch Walk,1
R005,WE,R005-1-WE-009,Larch Walk,1
R005,WE,R005-1-WE-010,Larch Walk,1
R005,WE,R005-1-WE-011,Larch Walk,1
R005,WE,R005-1-WE-012,Larch Walk,1
R005,WE,R005-1-WE-013,Larch Walk,1
R005,WE,R005-1-WE-014,Larch Walk,1
R005,WE,R005-1-WE-015,Larch Walk,1
R005,WE,R005-1-WE-016,Larch Walk,1
R005,WE,R005-1-WE-017,Larch Walk,1
R005,WE,R005-1-WE-018,Larch Walk,1
R005,WE,R005-1-WE-019,Larch Walk,1
R005,WE,R005-1-WE-020,Larch Walk,1
R005,WE,R005-1-WE-021,Larch Walk,1
R005,WE,R005-1-WE-022,Larch Walk,1
R005,WE,R005-1-WE-023,Larch Walk,1
R005,WE,R005-1-WE-024,Larch Walk,1
R005,WE,R005-1-WE-025,Larch Walk,1
R005,WE,R005-1-WE-026,Larch Walk,1
R005,WE,R005-1-WE-027,Larch Walk,1
R005,WE,R005-1-WE-028,Larch Walk,1
R005,WE,R005-1-WE-029,Larch Walk,1
R005,WE,R005-1-WE-030,Larch Walk,1
R005,WE,R005-1-WE-031,Larch Walk,1
R005,WE,R005-1-WE-032,Larch Walk,1
R005,WE,R005-1-WE-033,Larch Walk,1
R005,WE,R005-1-WE-034,Larch Walk,1
R006,WD,R006-0-WD-001,Hazel Way,0
R006,WD,R006-0-WD-002,Hazel Way,0
R006,WD,R006-0-WD-003,Hazel Way,0
R006,WD,R006-0-WD-004,Hazel Way,0
R006,WD,R006-0-WD-005,Hazel Way,0
R006,WD,R006-0-WD-006,Hazel Way,0
R006,WD,R006-0-WD-007,Hazel Way,0
R006,WD,R006-0-WD-008,Hazel Way,0
R006,WD,R006-0-WD-009,Hazel Way,0
R006,WD,R006-0-WD-010,Hazel Way,0
R006,WD,R006-0-WD-011,Hazel Way,0
R006,WD,R006-0-WD-012,Hazel Way,0
R006,WD,R006-0-WD-013,Hazel Way,0
R006,WD,R006-0-WD-014,Hazel Way,0
R006,WD,R006-0-WD-015,Hazel Way,0
R006,WD,R006-0-WD-016,Hazel Way,0
R006,WD,R006-0-WD-017,Hazel Way,0
R006,WD,R006-0-WD-018,Hazel Way,0
R006,WD,R006-0-WD-019,Hazel Way,0
R006,WD,R006-0-WD-020,Hazel Way,0
R006,WD,R006-0-WD-021,Hazel Way,0
R006,WD,R006-0-WD-022,Hazel Way,0
R006,WD,R006-0-WD-023,Hazel Way,0
R006,WD,R006-0-WD-024,Hazel Way,0
R006,WD,R006-0-WD-025,Hazel Way,0
R006,WD,R006-0-WD-026,Hazel Way,0
R006,WD,R006-0-WD-027,Hazel Way,0
R006,WD,R006-0-WD-028,Hazel Way,0
R006,WD,R006-0-WD-029,Hazel Way,0
R006,WD,R006-0-WD-030,Hazel Way,0
R006,WD,R006-0-WD-031,Hazel Way,0
R006,WD,R006-0-WD-032,Hazel Way,0
R006,WD,R006-0-WD-033,Hazel Way,0
R006,WD,R006-0-WD-034,Hazel Way,0
R006,WD,R006-0-WD-035,Hazel Way,0
R006,WD,R006-0-WD-036,Hazel Way,0
R006,WD,R006-0-WD-037,Hazel Way,0
R006,WD,R006-0-WD-038,Hazel Way,0
R006,WD,R006-0-WD-039,Hazel Way,0
R006,WD,R006-0-WD-040,Hazel Way,0
R006,WD,R006-0-WD-041,Hazel Way,0
R006,WD,R006-0-WD-042,Hazel Way,0
R006,WD,R006-0-WD-043,Hazel Way,0
R006,WD,R006-0-WD-044,Hazel Way,0
R006,WD,R006-0-WD-045,Hazel Way,0
R006,WD,R006-0-WD-046,Hazel Way,0
R006,WD,R006-0-WD-047,Hazel Way,0
R006,WD,R006-0-WD-048,Hazel Way,0
R006,WD,R006-0-WD-049,Hazel Way,0
R006,WD,R006-0-WD-050,Hazel Way,0
R006,WD,R006-1-WD-001,Greenfield Museum,1
R006,WD,R006-1-WD-002,Greenfield Museum,1
R006,WD,R006-1-WD-003,Greenfield Museum,1
R006,WD,R006-1-WD-004,Greenfield Museum,1
R006,WD,R006-1-WD-005,Greenfield Museum,1
R006,WD,R006-1-WD-006,Greenfield Museum,1
R006,WD,R006-1-WD-007,Greenfield Museum,1
R006,WD,R006-1-WD-008,Greenfield Museum,1
R006,WD,R006-1-WD-009,Greenfield Museum,1
R006,WD,R006-1-WD-010,Greenfield Museum,1
R006,WD,R006-1-WD-011,Greenfield Museum,1
R006,WD,R006-1-WD-012,Greenfield Museum,1
R006,WD,R006-1-WD-013,Greenfield Museum,1
R006,WD,R006-1-WD-014,Greenfield Museum,1
R006,WD,R006-1-WD-015,Greenfield Museum,1
R006,WD,R006-1-WD-016,Greenfield Museum,1
R006,WD,R006-1-WD-017,Greenfield Museum,1
R006,WD,R006-1-WD-018,Greenfield Museum,1
R006,WD,R006-1-WD-019,Greenfield Museum,1
R006,WD,R006-1-WD-020,Greenfield Museum,1
R006,WD,R006-1-WD-021,Greenfield Museum,1
R006,WD,R006-1-WD-022,Greenfield Museum,1
R006,WD,R006-1-WD-023,Greenfield Museum,1
R006,WD,R006-1-WD-024,Greenfield Museum,1
R006,WD,R006-1-WD-025,Greenfield Museum,1
R006,WD,R006-1-WD-026,Greenfield Museum,1
R006,WD,R006-1-WD-027,Greenfield Museum,1
R006,WD,R006-1-WD-028,Greenfield Museum,1
R006,WD,R006-1-WD-029,Greenfield Museum,1
R006,WD,R006-1-WD-030,Greenfield Museum,1
R006,WD,R006-1-WD-031,Greenfield Museum,1
R006,WD,R006-1-WD-032,Greenfield Museum,1
R006,WD,R006-1-WD-033,Greenfield Museum,1
R006,WD,R006-1-WD-034,Greenfield Museum,1
R006,WD,R006-1-WD-035,Greenfield Museum,1
R006,WD,R006-1-WD-036,Greenfield Museum,1
R006,WD,R006-1-WD-037,Greenfield Museum,1
R006,WD,R006-1-WD-038,Greenfield Museum,1
R006,WD,R006-1-WD-039,Greenfield Museum,1
R006,WD,R006-1-WD-040,Greenfield Museum,1
R006,WD,R006-1-WD-041,Greenfield Museum,1
R006,WD,R006-1-WD-042,Greenfield Museum,1
R006,WD,R006-1-WD-043,Greenfield Museum,1
R006,WD,R006-1-WD-044,Greenfield Museum,1
R006,WD,R006-1-WD-045,Greenfield Museum,1
R006,WD,R006-1-WD-046,Greenfield Museum,1
R006,WD,R006-1-WD-047,Greenfield Museum,1
R006,WD,R006-1-WD-048,Greenfield Museum,1
R006,WD,R006-1-WD-049,Greenfield Museum,1
R006,WE,R006-0-WE-001,Hazel Way,0
R006,WE,R006-0-WE-002,Hazel Way,0
R006,WE,R006-0-WE-003,Hazel Way,0
R006,WE,R006-0-WE-004,Hazel Way,0
R006,WE,R006-0-WE-005,Hazel Way,0
R006,WE,R006-0-WE-006,Hazel Way,0
R006,WE,R006-0-WE-007,Hazel Way,0
R006,WE,R006-0-WE-008,Hazel Way,0
R006,WE,R006-0-WE-009,Hazel Way,0
R006,WE,R006-0-WE-010,Hazel Way,0
R006,WE,R006-0-WE-011,Hazel Way,0
R006,WE,R006-0-WE-012,Hazel Way,0
R006,WE,R006-0-WE-013,Hazel Way,0
R006,WE,R006-0-WE-014,Hazel Way,0
R006,WE,R006-0-WE-015,Hazel Way,0
R006,WE,R006-0-WE-016,Hazel Way,0
R006,WE,R006-0-WE-017,Hazel Way,0
R006,WE,R006-0-WE-018,Hazel Way,0
R006,WE,R006-0-WE-019,Hazel Way,0
R006,WE,R006-0-WE-020,Hazel Way,0
R006,WE,R006-0-WE-021,Hazel Way,0
R006,WE,R006-0-WE-022,Hazel Way,0
R006,WE,R006-0-WE-023,Hazel Way,0
R006,WE,R006-0-WE-024,Hazel Way,0
R006,WE,R006-0-WE-025,Hazel Way,0
R006,WE,R006-0-WE-026,Hazel Way,0
R006,WE,R006-0-WE-027,Hazel Way,0
R006,WE,R006-0-WE-028,Hazel Way,0
R006,WE,R006-0-WE-029,Hazel Way,0
R006,WE,R006-0-WE-030,Hazel Way,0
R006,WE,R006-0-WE-031,Hazel Way,0
R006,WE,R006-0-WE-032,Hazel Way,0
R006,WE,R006-0-WE-033,Hazel Way,0
R006,WE,R006-0-WE-034,Hazel Way,0
R006,WE,R006-0-WE-035,Hazel Way,0
R006,WE,R006-1-WE-001,Greenfield Museum,1
R006,WE,R006-1-WE-002,Greenfield Museum,1
R006,WE,R006-1-WE-003,Greenfield Museum,1
R006,WE,R006-1-WE-004,Greenfield Museum,1
R006,WE,R006-1-WE-005,Greenfield Museum,1
R006,WE,R006-1-WE-006,Greenfield Museum,1
R006,WE,R006-1-WE-007,Greenfield Museum,1
R006,WE,R006-1-WE-008,Greenfield Museum,1
R006,WE,R006-1-WE-009,Greenfield Museum,1
R006,WE,R006-1-WE-010,Greenfield Museum,1
R006,WE,R006-1-WE-011,Greenfield Museum,1
R006,WE,R006-1-WE-012,Greenfield Museum,1
R006,WE,R006-1-WE-013,Greenfield Museum,1
R006,WE,R006-1-WE-014,Greenfield Museum,1
R006,WE,R006-1-WE-015,Greenfield Museum,1
R006,WE,R006-1-WE-016,Greenfield Museum,1
R006,WE,R006-1-WE-017,Greenfield Museum,1
R006,WE,R006-1-WE-018,Greenfield Museum,1
R006,WE,R006-1-WE-019,Greenfield Museum,1
R006,WE,R006-1-WE-020,Greenfield Museum,1
R006,WE,R006-1-WE-021,Greenfield Museum,1
R006,WE,R006-1-WE-022,Greenfield Museum,1
R006,WE,R006-1-WE-023,Greenfield Museum,1
R006,WE,R006-1-WE-024,Greenfield Museum,1
R006,WE,R006-1-WE-025,Greenfield Museum,1
R006,WE,R006-1-WE-026,Greenfield Museum,1
R006,WE,R006-1-WE-027,Greenfield Museum,1
R006,WE,R006-1-WE-028,Greenfield Museum,1
R006,WE,R006-1-WE-029,Greenfield Museum,1
R006,WE,R006-1-WE-030,Greenfield Museum,1
R006,WE,R006-1-WE-031,Greenfield Museum,1
R006,WE,R006-1-WE-032,Greenfield Museum,1
R006,WE,R006-1-WE-033,Greenfield Museum,1
R006,WE,R006-1-WE-034,Greenfield Museum,1
R007,WD,R007-0-WD-001,Cedar Walk,0
R007,WD,R007-0-WD-002,Cedar Walk,0
R007,WD,R007-0-WD-003,Cedar Walk,0
R007,WD,R007-0-WD-004,Cedar Walk,0
R007,WD,R007-0-WD-005,Cedar Walk,0
R007,WD,R007-0-WD-006,Cedar Walk,0
R007,WD,R007-0-WD-007,Cedar Walk,0
R007,WD,R007-0-WD-008,Cedar Walk,0
R007,WD,R007-0-WD-009,Cedar Walk,0
R007,WD,R007-0-WD-010,Cedar Walk,0
R007,WD,R007-0-WD-011,Cedar Walk,0
R007,WD,R007-0-WD-012,Cedar Walk,0
R007,WD,R007-0-WD-013,Cedar Walk,0
R007,WD,R007-0-WD-014,Cedar Walk,0
R007,WD,R007-0-WD-015,Cedar Walk,0
R007,WD,R007-0-WD-016,Cedar Walk,0
R007,WD,R007-0-WD-017,Cedar Walk,0
R007,WD,R007-0-WD-018,Cedar Walk,0
R007,WD,R007-0-WD-019,Cedar Walk,0
R007,WD,R007-0-WD-020,Cedar Walk,0
R007,WD,R007-0-WD-021,Cedar Walk,0
R007,WD,R007-0-WD-022,Cedar Walk,0
R007,WD,R007-0-WD-023,Cedar Walk,0
R007,WD,R007-0-WD-024,Cedar Walk,0
R007,WD,R007-0-WD-025,Cedar Walk,0
R007,WD,R007-0-WD-026,Cedar Walk,0
R007,WD,R007-0-WD-027,Cedar Walk,0
R007,WD,R007-0-WD-028,Cedar Walk,0
R007,WD,R007-0-WD-029,Cedar Walk,0
R007,WD,R007-0-WD-030,Cedar Walk,0
R007,WD,R007-0-WD-031,Cedar Walk,0
R007,WD,R007-0-WD-032,Cedar Walk,0
R007,WD,R007-0-WD-033,Cedar Walk,0
R007,WD,R007-0-WD-034,Cedar Walk,0
R007,WD,R007-0-WD-035,Cedar Walk,0
R007,WD,R007-0-WD-036,Cedar Walk,0
R007,WD,R007-0-WD-037,Cedar Walk,0
R007,WD,R007-0-WD-038,Cedar Walk,0
R007,WD,R007-0-WD-039,Cedar Walk,0
R007,WD,R007-0-WD-040,Cedar Walk,0
R007,WD,R007-0-WD-041,Cedar Walk,0
R007,WD,R007-0-WD-042,Cedar Walk,0
R007,WD,R007-0-WD-043,Cedar Walk,0
R007,WD,R007-0-WD-044,Cedar Walk,0
R007,WD,R007-0-WD-045,Cedar Walk,0
R007,WD,R007-0-WD-046,Cedar Walk,0
R007,WD,R007-0-WD-047,Cedar Walk,0
R007,WD,R007-0-WD-048,Cedar Walk,0
R007,WD,R007-0-WD-049,Cedar Walk,0
R007,WD,R007-0-WD-050,Cedar Walk,0
R007,WD,R007-1-WD-001,Hillcrest Museum,1
R007,WD,R007-1-WD-002,Hillcrest Museum,1
R007,WD,R007-1-WD-003,Hillcrest Museum,1
R007,WD,R007-1-WD-004,Hillcrest Museum,1
R007,WD,R007-1-WD-005,Hillcrest Museum,1
R007,WD,R007-1-WD-006,Hillcrest Museum,1
R007,WD,R007-1-WD-007,Hillcrest Museum,1
R007,WD,R007-1-WD-008,Hillcrest Museum,1
R007,WD,R007-1-WD-009,Hillcrest Museum,1
R007,WD,R007-1-WD-010,Hillcrest Museum,1
R007,WD,R007-1-WD-011,Hillcrest Museum,1
R007,WD,R007-1-WD-012,Hillcrest Museum,1
R007,WD,R007-1-WD-013,Hillcrest Museum,1
R007,WD,R007-1-WD-014,Hillcrest Museum,1
R007,WD,R007-1-WD-015,Hillcrest Museum,1
R007,WD,R007-1-WD-016,Hillcrest Museum,1
R007,WD,R007-1-WD-017,Hillcrest Museum,1
R007,WD,R007-1-WD-018,Hillcrest Museum,1
R007,WD,R007-1-WD-019,Hillcrest Museum,1
R007,WD,R007-1-WD-020,Hillcrest Museum,1
R007,WD,R007-1-WD-021,Hillcrest Museum,1
R007,WD,R007-1-WD-022,Hillcrest Museum,1
R007,WD,R007-1-WD-023,Hillcrest Museum,1
R007,WD,R007-1-WD-024,Hillcrest Museum,1
R007,WD,R007-1-WD-025,Hillcrest Museum,1
R007,WD,R007-1-WD-026,Hillcrest Museum,1
R007,WD,R007-1-WD-027,Hillcrest Museum,1
R007,WD,R007-1-WD-028,Hillcrest Museum,1
R007,WD,R007-1-WD-029,Hillcrest Museum,1
R007,WD,R007-1-WD-030,Hillcrest Museum,1
R007,WD,R007-1-WD-031,Hillcrest Museum,1
R007,WD,R007-1-WD-032,Hillcrest Museum,1
R007,WD,R007-1-WD-033,Hillcrest Museum,1
R007,WD,R007-1-WD-034,Hillcrest Museum,1
R007,WD,R007-1-WD-035,Hillcrest Museum,1
R007,WD,R007-1-WD-036,Hillcrest Museum,1
R007,WD,R007-1-WD-037,Hillcrest Museum,1
R007,WD,R007-1-WD-038,Hillcrest Museum,1
R007,WD,R007-1-WD-039,Hillcrest Museum,1
R007,WD,R007-1-WD-040,Hillcrest Museum,1
R007,WD,R007-1-WD-041,Hillcrest Museum,1
R007,WD,R007-1-WD-042,Hillcrest Museum,1
R007,WD,R007-1-WD-043,Hillcrest Museum,1
R007,WD,R007-1-WD-044,Hillcrest Museum,1
R007,WD,R007-1-WD-045,Hillcrest Museum,1
R007,WD,R007-1-WD-046,Hillcrest Museum,1
R007,WD,R007-1-WD-047,Hillcrest Museum,1
R007,WD,R007-1-WD-048,Hillcrest Museum,1
R007,WD,R007-1-WD-049,Hillcrest Museum,1
R007,WE,R007-0-WE-001,Cedar Walk,0
R007,WE,R007-0-WE-002,Cedar Walk,0
R007,WE,R007-0-WE-003,Cedar Walk,0
R007,WE,R007-0-WE-004,Cedar Walk,0
R007,WE,R007-0-WE-005,Cedar Walk,0
R007,WE,R007-0-WE-006,Cedar Walk,0
R007,WE,R007-0-WE-007,Cedar Walk,0
R007,WE,R007-0-WE-008,Cedar Walk,0
R007,WE,R007-0-WE-009,Cedar Walk,0
R007,WE,R007-0-WE-010,Cedar Walk,0
R007,WE,R007-0-WE-011,Cedar Walk,0
R007,WE,R007-0-WE-012,Cedar Walk,0
R007,WE,R007-0-WE-013,Cedar Walk,0
R007,WE,R007-0-WE-014,Cedar Walk,0
R007,WE,R007-0-WE-015,Cedar Walk,0
R007,WE,R007-0-WE-016,Cedar Walk,0
R007,WE,R007-0-WE-017,Cedar Walk,0
R007,WE,R007-0-WE-018,Cedar Walk,0
R007,WE,R007-0-WE-019,Cedar Walk,0
R007,WE,R007-0-WE-020,Cedar Walk,0
R007,WE,R007-0-WE-021,Cedar Walk,0
R007,WE,R007-0-WE-022,Cedar Walk,0
R007,WE,R007-0-WE-023,Cedar Walk,0
R007,WE,R007-0-WE-024,Cedar Walk,0
R007,WE,R007-0-WE-025,Cedar Walk,0
R007,WE,R007-0-WE-026,Cedar Walk,0
R007,WE,R007-0-WE-027,Cedar Walk,0
R007,WE,R007-0-WE-028,Cedar Walk,0
R007,WE,R007-0-WE-029,Cedar Walk,0
R007,WE,R007-0-WE-030,Cedar Walk,0
R007,WE,R007-0-WE-031,Cedar Walk,0
R007,WE,R007-0-WE-032,Cedar Walk,0
R007,WE,R007-0-WE-033,Cedar Walk,0
R007,WE,R007-0-WE-034,Cedar Walk,0
R007,WE,R007-0-WE-035,Cedar Walk,0
R007,WE,R007-1-WE-001,Hillcrest Museum,1
R007,WE,R007-1-WE-002,Hillcrest Museum,1
R007,WE,R007-1-WE-003,Hillcrest Museum,1
R007,WE,R007-1-WE-004,Hillcrest Museum,1
R007,WE,R007-1-WE-005,Hillcrest Museum,1
R007,WE,R007-1-WE-006,Hillcrest Museum,1
R007,WE,R007-1-WE-007,Hillcrest Museum,1
R007,WE,R007-1-WE-008,Hillcrest Museum,1
R007,WE,R007-1-WE-009,Hillcrest Museum,1
R007,WE,R007-1-WE-010,Hillcrest Museum,1
R007,WE,R007-1-WE-011,Hillcrest Museum,1
R007,WE,R007-1-WE-012,Hillcrest Museum,1
R007,WE,R007-1-WE-013,Hillcrest Museum,1
R007,WE,R007-1-WE-014,Hillcrest Museum,1
R007,WE,R007-1-WE-015,Hillcrest Museum,1
R007,WE,R007-1-WE-016,Hillcrest Museum,1
R007,WE,R007-1-WE-017,Hillcrest Museum,1
R007,WE,R007-1-WE-018,Hillcrest Museum,1
R007,WE,R007-1-WE-019,Hillcrest Museum,1
R007,WE,R007-1-WE-020,Hillcrest Museum,1
R007,WE,R007-1-WE-021,Hillcrest Museum,1
R007,WE,R007-1-WE-022,Hillcrest Museum,1
R007,WE,R007-1-WE-023,Hillcrest Museum,1
R007,WE,R007-1-WE-024,Hillcrest Museum,1
R007,WE,R007-1-WE-025,Hillcrest Museum,1
R007,WE,R007-1-WE-026,Hillcrest Museum,1
R007,WE,R007-1-WE-027,Hillcrest Museum,1
R007,WE,R007-1-WE-028,Hillcrest Museum,1
R007,WE,R007-1-WE-029,Hillcrest Museum,1
R007,WE,R007-1-WE-030,Hillcrest Museum,1
R007,WE,R007-1-WE-031,Hillcrest Museum,1
R007,WE,R007-1-WE-032,Hillcrest Museum,1
R007,WE,R007-1-WE-033,Hillcrest Museum,1
R007,WE,R007-1-WE-034,Hillcrest Museum,1
R008,WD,R008-0-WD-001,Larch Road,0
R008,WD,R008-0-WD-002,Larch Road,0
R008,WD,R008-0-WD-003,Larch Road,0
R008,WD,R008-0-WD-004,Larch Road,0
